0, 228, 3.0801, 0.9396, 0.0284, 0.0107, 0.0024, 2.1595
1, 228, 2.9194, 0.9508, 0.1499, 0.0023, 0.0045, 9.7442
2, 228, 2.7906, 0.9502, 0.2122, 0.0076, 0.0145, 17.9757
3, 228, 2.6560, 0.9490, 0.2258, 0.0192, 0.0346, 17.7252
4, 228, 2.4582, 0.9465, 0.2383, 0.0470, 0.0772, 14.1458
5, 228, 2.3328, 0.9457, 0.2530, 0.0588, 0.0937, 11.4458
6, 228, 2.2441, 0.9456, 0.2630, 0.0633, 0.0998, 11.6971
7, 228, 2.1894, 0.9465, 0.2890, 0.0702, 0.1104, 10.4865
8, 228, 2.1606, 0.9466, 0.2918, 0.0672, 0.1064, 9.7306
9, 228, 2.0931, 0.9467, 0.3047, 0.0769, 0.1206, 9.2611
10, 228, 2.0569, 0.9469, 0.3164, 0.0828, 0.1288, 9.7987
11, 228, 2.0320, 0.9466, 0.3245, 0.0926, 0.1413, 8.6300
12, 228, 2.0055, 0.9470, 0.3317, 0.0906, 0.1390, 8.2177
13, 228, 1.9777, 0.9460, 0.3183, 0.1003, 0.1493, 8.6259
14, 228, 1.9570, 0.9471, 0.3421, 0.0985, 0.1505, 7.8857
15, 228, 1.9408, 0.9469, 0.3334, 0.1001, 0.1508, 7.8550
16, 228, 1.9094, 0.9472, 0.3431, 0.0998, 0.1511, 7.6963
17, 228, 1.9090, 0.9470, 0.3356, 0.1044, 0.1560, 7.8087
18, 228, 1.8663, 0.9470, 0.3540, 0.1149, 0.1700, 7.4513
19, 228, 1.8716, 0.9469, 0.3449, 0.1152, 0.1691, 8.1074
20, 228, 1.8355, 0.9467, 0.3579, 0.1335, 0.1894, 7.1216
21, 228, 1.8386, 0.9466, 0.3534, 0.1285, 0.1839, 7.9814
22, 228, 1.8310, 0.9467, 0.3535, 0.1318, 0.1870, 7.8537
23, 228, 1.8127, 0.9469, 0.3620, 0.1382, 0.1955, 8.5840
24, 228, 1.8121, 0.9463, 0.3593, 0.1464, 0.2024, 7.8960
25, 228, 1.7842, 0.9470, 0.3714, 0.1462, 0.2048, 7.7571
26, 228, 1.7661, 0.9467, 0.3724, 0.1554, 0.2132, 7.6568
27, 228, 1.7679, 0.9467, 0.3833, 0.1688, 0.2289, 8.3849
28, 228, 1.7455, 0.9461, 0.3753, 0.1808, 0.2382, 8.1109
29, 228, 1.7454, 0.9462, 0.3862, 0.1869, 0.2452, 8.3526
30, 228, 1.7448, 0.9466, 0.3902, 0.1852, 0.2451, 8.4299
31, 228, 1.7281, 0.9464, 0.3957, 0.2033, 0.2634, 8.5833
32, 228, 1.6961, 0.9461, 0.3943, 0.2152, 0.2724, 7.9613
33, 228, 1.7028, 0.9461, 0.4003, 0.2274, 0.2834, 8.7119
34, 228, 1.6971, 0.9460, 0.4073, 0.2400, 0.2956, 8.7052
35, 228, 1.6846, 0.9467, 0.4131, 0.2423, 0.2988, 8.0648
36, 228, 1.6729, 0.9468, 0.4220, 0.2559, 0.3123, 8.5399
37, 228, 1.6663, 0.9461, 0.4136, 0.2666, 0.3191, 8.1569
38, 228, 1.6506, 0.9464, 0.4236, 0.2723, 0.3247, 8.4010
39, 228, 1.6305, 0.9459, 0.4198, 0.2839, 0.3327, 8.3642
40, 228, 1.6372, 0.9460, 0.4224, 0.2917, 0.3374, 8.4419
41, 228, 1.6298, 0.9466, 0.4312, 0.2922, 0.3422, 8.0054
42, 228, 1.6446, 0.9463, 0.4290, 0.3014, 0.3471, 8.1161
43, 228, 1.6006, 0.9466, 0.4356, 0.3175, 0.3625, 8.0645
44, 228, 1.5878, 0.9464, 0.4353, 0.3320, 0.3710, 8.3407
45, 228, 1.6046, 0.9464, 0.4361, 0.3384, 0.3755, 7.9600
46, 228, 1.5940, 0.9470, 0.4448, 0.3486, 0.3857, 8.4683
47, 228, 1.5795, 0.9468, 0.4433, 0.3564, 0.3900, 7.9496
48, 228, 1.5769, 0.9468, 0.4438, 0.3559, 0.3901, 7.8539
49, 228, 1.6009, 0.9468, 0.4441, 0.3613, 0.3929, 8.7992
50, 228, 1.5680, 0.9467, 0.4453, 0.3679, 0.3977, 8.1366
51, 228, 1.5477, 0.9470, 0.4496, 0.3719, 0.4027, 7.9698
52, 228, 1.5470, 0.9471, 0.4478, 0.3818, 0.4073, 7.7178
53, 228, 1.5552, 0.9472, 0.4514, 0.3823, 0.4082, 7.6202
54, 228, 1.5388, 0.9476, 0.4579, 0.3978, 0.4211, 8.1944
55, 228, 1.5388, 0.9473, 0.4547, 0.3940, 0.4175, 7.7791
