0, 228, 2.7968, 0.9502, 0.0133, 0.0015, 0.0009, -0.6164
1, 228, 2.3831, 0.9481, 0.3680, 0.1102, 0.1524, 10.6948
2, 228, 2.1702, 0.9456, 0.4368, 0.3283, 0.3573, 14.1595
3, 228, 2.0174, 0.9471, 0.4634, 0.4423, 0.4398, 14.9518
4, 228, 1.9490, 0.9480, 0.4763, 0.5003, 0.4796, 14.6876
5, 228, 1.9062, 0.9497, 0.4915, 0.5349, 0.5068, 13.8749
6, 228, 1.8519, 0.9508, 0.5005, 0.5561, 0.5209, 13.0499
7, 228, 1.8193, 0.9514, 0.5048, 0.5724, 0.5327, 13.3029
8, 228, 1.8014, 0.9518, 0.5068, 0.5784, 0.5361, 12.5877
9, 228, 1.7896, 0.9514, 0.5062, 0.5755, 0.5348, 12.4255
10, 228, 1.7693, 0.9520, 0.5113, 0.5797, 0.5390, 11.7383
11, 228, 1.7653, 0.9519, 0.5108, 0.5890, 0.5431, 11.7523
12, 228, 1.7438, 0.9525, 0.5149, 0.5937, 0.5468, 11.5056
13, 228, 1.7150, 0.9529, 0.5190, 0.6040, 0.5544, 11.7546
14, 228, 1.7071, 0.9528, 0.5173, 0.6045, 0.5541, 11.5974
15, 228, 1.7109, 0.9529, 0.5170, 0.6040, 0.5533, 11.1951
16, 228, 1.6797, 0.9536, 0.5225, 0.6123, 0.5604, 10.8239
17, 228, 1.6707, 0.9533, 0.5212, 0.6061, 0.5565, 10.8031
18, 228, 1.6619, 0.9537, 0.5245, 0.6217, 0.5660, 10.6958
19, 228, 1.6435, 0.9539, 0.5244, 0.6248, 0.5674, 10.3524
20, 228, 1.6286, 0.9542, 0.5284, 0.6288, 0.5716, 10.2458
21, 228, 1.6336, 0.9535, 0.5236, 0.6261, 0.5664, 10.4743
22, 228, 1.6357, 0.9542, 0.5273, 0.6245, 0.5690, 10.3940
23, 228, 1.6122, 0.9544, 0.5298, 0.6260, 0.5711, 9.6848
24, 228, 1.5894, 0.9543, 0.5298, 0.6353, 0.5744, 9.7552
25, 228, 1.6015, 0.9545, 0.5320, 0.6265, 0.5724, 9.8094
26, 228, 1.5828, 0.9547, 0.5329, 0.6383, 0.5782, 9.6204
27, 228, 1.5836, 0.9545, 0.5313, 0.6359, 0.5756, 9.8560
