0, 228, 3.0138, 0.9044, 0.0931, 0.0933, 0.0895, 42.9056
1, 228, 2.9119, 0.9280, 0.1446, 0.0965, 0.1144, 39.7232
2, 228, 2.7676, 0.9311, 0.1514, 0.0886, 0.1103, 33.2777
3, 228, 2.5806, 0.9315, 0.1537, 0.0885, 0.1107, 24.2142
4, 228, 2.3665, 0.9339, 0.1681, 0.0900, 0.1158, 17.6668
5, 228, 2.2379, 0.9353, 0.1799, 0.0922, 0.1207, 16.1196
6, 228, 2.1692, 0.9366, 0.1895, 0.0923, 0.1229, 14.3200
7, 228, 2.1191, 0.9373, 0.2011, 0.0967, 0.1292, 12.9802
8, 228, 2.0675, 0.9391, 0.2141, 0.0937, 0.1288, 12.0782
9, 228, 2.0234, 0.9393, 0.2220, 0.0984, 0.1350, 12.0526
10, 228, 1.9982, 0.9396, 0.2260, 0.0997, 0.1370, 11.8219
11, 228, 1.9729, 0.9409, 0.2382, 0.0973, 0.1368, 11.1418
12, 228, 1.9638, 0.9411, 0.2449, 0.0997, 0.1395, 10.4161
13, 228, 1.9252, 0.9413, 0.2440, 0.0980, 0.1382, 10.3601
14, 228, 1.9026, 0.9420, 0.2536, 0.1004, 0.1420, 10.0431
15, 228, 1.8926, 0.9423, 0.2553, 0.0985, 0.1401, 8.9121
16, 228, 1.8578, 0.9426, 0.2629, 0.1010, 0.1437, 9.6554
17, 228, 1.8613, 0.9419, 0.2532, 0.1010, 0.1421, 9.5416
18, 228, 1.8527, 0.9432, 0.2674, 0.1001, 0.1430, 8.0760
19, 228, 1.8257, 0.9433, 0.2628, 0.0937, 0.1362, 8.4888
20, 228, 1.8075, 0.9434, 0.2702, 0.0979, 0.1418, 8.7397
21, 228, 1.7864, 0.9440, 0.2760, 0.0959, 0.1404, 8.1665
22, 228, 1.7841, 0.9445, 0.2760, 0.0895, 0.1332, 8.3083
23, 228, 1.7674, 0.9442, 0.2770, 0.0956, 0.1399, 7.7174
24, 228, 1.7469, 0.9451, 0.2880, 0.0907, 0.1360, 7.6482
25, 228, 1.7398, 0.9446, 0.2878, 0.0968, 0.1426, 7.5444
26, 228, 1.7336, 0.9446, 0.2925, 0.0984, 0.1453, 8.4069
27, 228, 1.7286, 0.9455, 0.2907, 0.0901, 0.1357, 7.4078
28, 228, 1.7089, 0.9449, 0.2937, 0.0988, 0.1456, 7.8865
29, 228, 1.7008, 0.9444, 0.2896, 0.1063, 0.1536, 7.0649
30, 228, 1.6887, 0.9447, 0.2983, 0.1042, 0.1523, 7.4100
31, 228, 1.6663, 0.9455, 0.2927, 0.0900, 0.1351, 6.7914
32, 228, 1.6716, 0.9454, 0.3000, 0.0972, 0.1449, 7.7640
33, 228, 1.6412, 0.9454, 0.3000, 0.0950, 0.1417, 6.9199
34, 228, 1.6640, 0.9461, 0.3096, 0.0911, 0.1384, 6.6345
35, 228, 1.6480, 0.9453, 0.2971, 0.0998, 0.1469, 7.9562
36, 228, 1.6346, 0.9457, 0.3092, 0.0980, 0.1466, 6.8982
37, 228, 1.6550, 0.9462, 0.3060, 0.0910, 0.1384, 7.9364
38, 228, 1.6249, 0.9456, 0.3085, 0.1026, 0.1513, 6.4911
39, 228, 1.6186, 0.9466, 0.3154, 0.0905, 0.1386, 6.4518
40, 228, 1.5941, 0.9462, 0.3217, 0.1011, 0.1511, 6.8106
41, 228, 1.6091, 0.9464, 0.3298, 0.1076, 0.1600, 7.9008
42, 228, 1.5941, 0.9467, 0.3369, 0.1062, 0.1591, 7.3828
43, 228, 1.6061, 0.9469, 0.3256, 0.0965, 0.1461, 6.9385
44, 228, 1.5755, 0.9461, 0.3308, 0.1110, 0.1627, 6.8175
45, 228, 1.5856, 0.9461, 0.3239, 0.1095, 0.1607, 7.8820
46, 228, 1.5619, 0.9459, 0.3305, 0.1197, 0.1730, 6.9408
47, 228, 1.5389, 0.9469, 0.3456, 0.1146, 0.1689, 7.0374
48, 228, 1.5721, 0.9460, 0.3355, 0.1256, 0.1793, 7.0613
49, 228, 1.5701, 0.9466, 0.3337, 0.1091, 0.1611, 7.3644
50, 228, 1.5401, 0.9472, 0.3516, 0.1169, 0.1722, 6.4933
51, 228, 1.5289, 0.9464, 0.3403, 0.1197, 0.1735, 6.3323
52, 228, 1.5318, 0.9463, 0.3408, 0.1201, 0.1741, 7.1288
53, 228, 1.5148, 0.9467, 0.3595, 0.1299, 0.1871, 7.0958
54, 228, 1.5243, 0.9466, 0.3512, 0.1287, 0.1848, 6.2534
55, 228, 1.5190, 0.9462, 0.3416, 0.1319, 0.1865, 7.3031
56, 228, 1.5115, 0.9471, 0.3617, 0.1255, 0.1822, 6.8488
57, 228, 1.4984, 0.9465, 0.3556, 0.1373, 0.1940, 6.3912
58, 228, 1.5083, 0.9473, 0.3705, 0.1359, 0.1949, 6.6814
59, 228, 1.5010, 0.9472, 0.3735, 0.1376, 0.1972, 6.6185
60, 228, 1.4990, 0.9472, 0.3684, 0.1365, 0.1957, 6.1346
61, 228, 1.4838, 0.9468, 0.3617, 0.1424, 0.2004, 6.1582
62, 228, 1.4648, 0.9468, 0.3651, 0.1456, 0.2047, 6.2067
63, 228, 1.4652, 0.9468, 0.3724, 0.1496, 0.2095, 7.0274
64, 228, 1.4512, 0.9467, 0.3700, 0.1507, 0.2107, 6.1057
65, 228, 1.4569, 0.9470, 0.3795, 0.1604, 0.2218, 6.6933
66, 228, 1.4594, 0.9467, 0.3709, 0.1597, 0.2182, 6.7833
67, 228, 1.4591, 0.9465, 0.3709, 0.1623, 0.2213, 6.4305
68, 228, 1.4618, 0.9468, 0.3757, 0.1532, 0.2131, 6.5457
69, 228, 1.4333, 0.9466, 0.3786, 0.1668, 0.2281, 6.7583
70, 228, 1.4394, 0.9465, 0.3804, 0.1734, 0.2338, 6.6450
71, 228, 1.4143, 0.9463, 0.3790, 0.1761, 0.2363, 5.8849
72, 228, 1.4345, 0.9474, 0.3888, 0.1588, 0.2214, 6.5582
73, 228, 1.4296, 0.9466, 0.3876, 0.1788, 0.2397, 6.5670
74, 228, 1.4242, 0.9465, 0.3857, 0.1806, 0.2418, 7.1230
75, 228, 1.4182, 0.9461, 0.3886, 0.1964, 0.2568, 6.3638
76, 228, 1.4025, 0.9461, 0.3880, 0.1957, 0.2557, 6.2823
77, 228, 1.4086, 0.9465, 0.3948, 0.1958, 0.2575, 6.6209
78, 228, 1.4078, 0.9465, 0.3918, 0.1975, 0.2581, 7.0547
79, 228, 1.4008, 0.9467, 0.4013, 0.1996, 0.2622, 5.6546
80, 228, 1.3772, 0.9468, 0.4014, 0.2017, 0.2645, 5.9884
81, 228, 1.3909, 0.9466, 0.4029, 0.2159, 0.2761, 6.3809
82, 228, 1.3675, 0.9462, 0.3931, 0.2090, 0.2689, 6.2319
83, 228, 1.3869, 0.9461, 0.3969, 0.2164, 0.2757, 6.4312
84, 228, 1.3878, 0.9466, 0.4067, 0.2253, 0.2844, 6.1022
85, 228, 1.3643, 0.9466, 0.4066, 0.2220, 0.2821, 6.1149
86, 228, 1.3672, 0.9461, 0.4022, 0.2302, 0.2878, 5.9701
87, 228, 1.3611, 0.9464, 0.4042, 0.2287, 0.2866, 6.0060
88, 228, 1.3609, 0.9465, 0.4112, 0.2361, 0.2950, 6.3341
89, 228, 1.3526, 0.9466, 0.4144, 0.2409, 0.2984, 5.4921
90, 228, 1.3838, 0.9469, 0.4202, 0.2350, 0.2950, 6.3436
91, 228, 1.3729, 0.9467, 0.4194, 0.2534, 0.3108, 6.8118
92, 228, 1.3529, 0.9466, 0.4139, 0.2450, 0.3024, 5.6418
93, 228, 1.3300, 0.9463, 0.4132, 0.2543, 0.3100, 6.1050
94, 228, 1.3336, 0.9468, 0.4213, 0.2532, 0.3115, 5.8240
95, 228, 1.3384, 0.9457, 0.4073, 0.2634, 0.3147, 6.1750
96, 228, 1.3209, 0.9459, 0.4130, 0.2685, 0.3208, 6.3365
97, 228, 1.3317, 0.9465, 0.4196, 0.2671, 0.3211, 6.0125
98, 228, 1.3323, 0.9468, 0.4273, 0.2709, 0.3263, 5.9506
99, 228, 1.3293, 0.9465, 0.4246, 0.2749, 0.3277, 6.4768
100, 228, 1.3264, 0.9463, 0.4172, 0.2734, 0.3241, 6.1587
101, 228, 1.3171, 0.9461, 0.4234, 0.2861, 0.3368, 5.8882
102, 228, 1.3048, 0.9468, 0.4292, 0.2802, 0.3350, 5.9048
103, 228, 1.3246, 0.9463, 0.4228, 0.2801, 0.3316, 6.5141
